yr,age,reproduction,mass_jun,mass_sept,sex_lamb,mass_gain,density,temp,precipitation
97,13,0,58.12,72.05,0,13.93,75,12.07,230.6
96,7,0,52.41,71.41,0,19.00,73,11.67,116.2
95,6,1,57.93,74.70,0,16.77,79,10.77,463.1
95,6,1,54.53,70.57,0,16.05,79,10.77,463.1
89,8,1,58.79,76.04,0,17.24,72,12.05,260.1
83,3,1,45.00,55.91,0,10.91,38,10.75,238.9
95,9,1,55.46,70.51,0,15.05,79,10.77,463.1
95,6,0,55.50,68.97,0,13.48,79,10.77,463.1
95,7,1,51.47,66.39,0,14.92,79,10.77,463.1
95,7,0,49.75,65.33,0,15.58,79,10.77,463.1
95,6,1,50.75,66.72,0,15.98,79,10.77,463.1
77,13,1,55.61,73.26,0,17.65,30,10.97,278
89,3,1,44.64,63.10,0,18.46,72,12.05,260.1
96,9,1,55.35,74.97,0,19.62,73,11.67,116.2
96,5,0,50.66,72.90,0,22.24,73,11.67,116.2
105,4,0,59.75,77.53,0,17.78,19,10.8,419.2
95,9,1,63.22,81.12,0,17.90,79,10.77,463.1
95,5,1,43.54,59.28,0,15.74,79,10.77,463.1
96,6,0,47.73,68.11,0,20.38,73,11.67,116.2
95,7,1,61.30,77.63,0,16.32,79,10.77,463.1
93,5,0,52.98,64.55,0,11.57,97,10.65,219.1
79,3,1,45.67,59.40,0,13.72,34,12.27,145.1
81,4,0,50.26,68.17,0,17.91,31,12.1,442.8
80,3,1,58.82,72.87,0,14.05,33,10.85,168.9
80,2,1,42.19,57.07,0,14.87,33,10.85,168.9
83,3,1,47.62,63.13,0,15.51,38,10.75,238.9
82,3,1,44.57,61.51,0,16.94,36,11.07,413
78,2,1,42.99,56.40,0,13.41,33,12.07,308.8
77,7,1,55.61,72.71,0,17.10,30,10.97,278
83,6,0,57.99,71.13,0,13.14,38,10.75,238.9
81,3,1,52.98,66.86,0,13.88,31,12.1,442.8
86,13,0,60.98,72.14,0,11.16,58,12.1,410.4
80,2,1,42.33,58.67,0,16.34,33,10.85,168.9
100,5,0,50.90,69.44,0,18.55,37,11.6,242.2
78,3,1,48.59,63.09,0,14.50,33,12.07,308.8
93,7,0,55.02,68.22,0,13.20,97,10.65,219.1
98,8,0,56.55,71.04,0,14.49,54,13.2,327.3
99,4,1,55.21,65.40,0,10.19,45,11.03,349.7
84,4,1,48.84,71.20,0,22.36,47,11.33,206.2
75,8,1,55.91,72.48,0,16.57,33,11.2,138.4
84,6,1,51.34,73.68,0,22.34,47,11.33,206.2
79,3,1,46.64,64.26,0,17.62,34,12.27,145.1
81,4,1,54.39,70.83,0,16.44,31,12.1,442.8
79,11,1,60.75,73.55,0,12.81,34,12.27,145.1
80,4,1,39.73,53.69,0,13.96,33,10.85,168.9
79,8,1,51.84,68.33,0,16.49,34,12.27,145.1
78,10,1,56.27,72.25,0,15.99,33,12.07,308.8
81,10,1,58.78,74.37,0,15.59,31,12.1,442.8
75,7,0,53.12,69.69,0,16.57,33,11.2,138.4
93,9,1,59.63,71.23,0,11.60,97,10.65,219.1
79,3,1,39.45,54.49,0,15.05,34,12.27,145.1
77,2,0,43.54,61.85,0,18.30,30,10.97,278
107,10,0,51.22,63.39,0,12.18,16,NA,NA
82,4,1,54.36,71.29,0,16.94,36,11.07,413
91,9,1,58.26,73.41,0,15.15,97,11.77,316.6
88,3,1,48.75,57.79,0,9.04,65,11.93,245.7
90,15,0,65.63,80.70,0,15.06,83,11.9,345.2
76,5,1,54.11,67.84,0,13.73,30,11.33,239.7
76,5,1,46.54,60.24,0,13.70,30,11.33,239.7
78,14,1,54.89,70.60,0,15.72,33,12.07,308.8
82,4,0,44.24,61.17,0,16.94,36,11.07,413
76,4,1,53.29,67.02,0,13.73,30,11.33,239.7
82,3,1,42.07,59.00,0,16.94,36,11.07,413
79,5,1,54.58,72.61,0,18.02,34,12.27,145.1
82,5,1,49.61,66.55,0,16.94,36,11.07,413
89,7,0,54.66,71.91,0,17.26,72,12.05,260.1
93,5,0,54.39,66.60,0,12.21,97,10.65,219.1
82,4,1,45.01,61.95,0,16.94,36,11.07,413
82,4,0,49.81,66.74,0,16.94,36,11.07,413
82,3,1,47.51,64.45,0,16.94,36,11.07,413
76,3,1,50.40,64.18,0,13.78,30,11.33,239.7
82,7,1,55.69,72.63,0,16.94,36,11.07,413
76,5,1,55.52,69.26,0,13.74,30,11.33,239.7
82,9,1,55.56,72.50,0,16.94,36,11.07,413
76,3,1,44.24,57.89,0,13.65,30,11.33,239.7
94,12,0,60.36,72.40,0,12.04,90,11.67,264.7
82,3,1,45.91,62.84,0,16.94,36,11.07,413
88,13,1,74.25,82.04,0,7.80,65,11.93,245.7
90,8,1,43.53,58.59,0,15.06,83,11.9,345.2
78,4,1,46.91,61.09,0,14.17,33,12.07,308.8
101,6,0,54.21,68.35,0,14.14,32,12.17,165.7
82,4,1,52.52,69.46,0,16.94,36,11.07,413
82,9,1,56.38,73.32,0,16.94,36,11.07,413
95,3,0,48.28,65.10,0,16.82,79,10.77,463.1
75,8,1,55.97,72.54,0,16.57,33,11.2,138.4
75,8,1,57.38,73.95,0,16.57,33,11.2,138.4
93,4,0,51.58,64.02,0,12.45,97,10.65,219.1
84,3,0,46.07,67.70,0,21.63,47,11.33,206.2
80,6,1,59.91,75.96,0,16.05,33,10.85,168.9
76,6,1,54.92,68.67,0,13.74,30,11.33,239.7
89,5,1,56.18,71.95,0,15.77,72,12.05,260.1
90,5,1,52.33,67.39,0,15.06,83,11.9,345.2
107,8,1,56.05,69.18,0,13.13,16,NA,NA
76,3,0,53.21,66.89,0,13.68,30,11.33,239.7
87,6,1,60.13,73.09,0,12.96,61,11.67,283.9
80,2,1,47.07,63.88,0,16.81,33,10.85,168.9
91,5,0,58.52,73.32,0,14.80,97,11.77,316.6
80,3,1,40.54,58.97,0,18.42,33,10.85,168.9
77,2,0,47.15,62.45,0,15.29,30,10.97,278
80,4,1,47.48,64.17,0,16.70,33,10.85,168.9
85,5,1,56.30,69.90,0,13.60,51,11.07,322.9
93,5,0,49.63,61.08,1,11.45,97,10.65,219.1
91,6,1,52.39,69.19,1,16.80,97,11.77,316.6
80,3,1,51.95,65.73,1,13.79,33,10.85,168.9
96,6,0,57.71,71.90,1,14.20,73,11.67,116.2
89,5,1,52.47,71.08,1,18.61,72,12.05,260.1
95,5,0,49.78,69.19,1,19.41,79,10.77,463.1
97,12,0,54.81,70.72,1,15.91,75,12.07,230.6
100,6,1,43.35,59.90,1,16.55,37,11.6,242.2
83,4,1,47.68,64.67,1,16.99,38,10.75,238.9
90,7,0,57.78,72.85,1,15.06,83,11.9,345.2
96,11,1,55.43,74.19,1,18.76,73,11.67,116.2
94,13,0,62.08,76.26,1,14.18,90,11.67,264.7
89,3,1,46.32,62.87,1,16.54,72,12.05,260.1
82,2,1,41.26,58.20,1,16.94,36,11.07,413
76,7,1,55.86,69.58,1,13.72,30,11.33,239.7
97,6,0,57.28,73.02,1,15.74,75,12.07,230.6
93,7,1,49.52,62.10,1,12.57,97,10.65,219.1
95,7,0,54.55,68.82,1,14.27,79,10.77,463.1
93,11,0,64.51,74.67,1,10.16,97,10.65,219.1
99,9,0,52.49,64.57,1,12.08,45,11.03,349.7
103,5,1,50.96,67.78,1,16.82,20,13.03,159.6
107,9,0,53.50,66.13,1,12.63,16,NA,NA
99,12,0,50.24,61.33,1,11.09,45,11.03,349.7
98,11,0,50.68,65.16,1,14.48,54,13.2,327.3
99,11,1,50.70,63.96,1,13.26,45,11.03,349.7
93,5,1,61.21,72.14,1,10.94,97,10.65,219.1
99,11,1,52.63,67.30,1,14.67,45,11.03,349.7
108,8,1,62.69,83.14,1,20.44,22,NA,NA
91,3,0,48.72,61.32,1,12.60,97,11.77,316.6
80,5,1,54.90,68.59,1,13.69,33,10.85,168.9
91,4,1,49.83,66.94,1,17.12,97,11.77,316.6
97,9,0,54.55,68.94,1,14.40,75,12.07,230.6
97,8,1,58.69,73.04,1,14.35,75,12.07,230.6
89,6,1,56.29,74.35,1,18.06,72,12.05,260.1
90,3,1,45.64,60.70,1,15.06,83,11.9,345.2
86,7,0,59.76,72.88,1,13.12,58,12.1,410.4
89,4,1,43.81,60.08,1,16.27,72,12.05,260.1
93,4,0,48.77,61.32,1,12.55,97,10.65,219.1
76,4,1,51.39,65.12,1,13.72,30,11.33,239.7
94,10,1,57.11,71.57,1,14.45,90,11.67,264.7
89,7,1,58.51,75.93,1,17.41,72,12.05,260.1
91,6,1,46.86,64.25,1,17.39,97,11.77,316.6
97,11,0,50.12,64.87,1,14.75,75,12.07,230.6
106,7,0,56.47,73.61,1,17.15,17,NA,NA
91,3,1,45.89,64.43,1,18.54,97,11.77,316.6
100,11,0,59.73,76.59,1,16.86,37,11.6,242.2
99,9,0,51.61,68.22,1,16.60,45,11.03,349.7
100,11,0,55.53,71.43,1,15.90,37,11.6,242.2
99,11,0,56.09,68.63,1,12.54,45,11.03,349.7
92,5,0,51.77,66.48,1,14.72,103,11.23,183.7
96,8,0,52.77,73.72,1,20.94,73,11.67,116.2
97,9,0,54.63,69.07,1,14.44,75,12.07,230.6
88,7,0,63.45,78.30,1,14.85,65,11.93,245.7
77,6,1,47.63,62.92,1,15.30,30,10.97,278
88,9,1,61.20,66.72,1,5.52,65,11.93,245.7
90,13,0,54.00,69.06,1,15.06,83,11.9,345.2
78,3,1,46.72,60.86,1,14.14,33,12.07,308.8
96,12,0,52.49,72.38,1,19.88,73,11.67,116.2
82,3,1,42.53,59.47,1,16.94,36,11.07,413
80,3,1,50.92,67.84,1,16.92,33,10.85,168.9
100,5,1,46.45,63.75,1,17.30,37,11.6,242.2
89,8,1,49.44,66.32,1,16.88,72,12.05,260.1
87,3,1,51.75,64.71,1,12.96,61,11.67,283.9
96,14,0,59.26,77.03,1,17.77,73,11.67,116.2
82,11,1,52.71,69.65,1,16.94,36,11.07,413
82,4,0,56.78,73.72,1,16.94,36,11.07,413
89,7,1,51.56,68.97,1,17.41,72,12.05,260.1
75,4,1,45.86,62.43,1,16.57,33,11.2,138.4
100,12,1,56.70,72.46,1,15.76,37,11.6,242.2
78,4,1,50.78,65.70,1,14.92,33,12.07,308.8
97,7,0,52.82,67.67,1,14.85,75,12.07,230.6
97,10,0,59.53,74.74,1,15.21,75,12.07,230.6
77,3,1,47.38,65.84,1,18.46,30,10.97,278
82,3,1,47.69,64.63,1,16.94,36,11.07,413
78,3,1,55.16,70.93,1,15.77,33,12.07,308.8
96,6,0,39.21,60.97,1,21.75,73,11.67,116.2
99,8,1,52.99,64.14,1,11.15,45,11.03,349.7
92,7,0,58.29,71.97,1,13.68,103,11.23,183.7
95,7,0,52.89,68.28,1,15.39,79,10.77,463.1
98,9,0,54.98,68.72,1,13.74,54,13.2,327.3
93,6,1,49.20,61.64,1,12.45,97,10.65,219.1
89,4,0,47.61,66.67,1,19.05,72,12.05,260.1
83,9,1,62.77,72.03,1,9.26,38,10.75,238.9
80,4,1,50.31,64.98,1,14.67,33,10.85,168.9
80,9,0,57.10,72.08,1,14.99,33,10.85,168.9
83,4,1,55.36,68.07,1,12.71,38,10.75,238.9
91,8,0,60.16,74.83,1,14.67,97,11.77,316.6
91,9,1,62.96,79.29,1,16.33,97,11.77,316.6
91,3,0,39.60,58.05,1,18.45,97,11.77,316.6
78,6,0,51.38,66.42,1,15.04,33,12.07,308.8
95,8,0,55.03,71.82,1,16.79,79,10.77,463.1
91,6,0,36.00,58.87,1,22.87,97,11.77,316.6
91,3,0,53.37,69.54,1,16.17,97,11.77,316.6
98,9,0,57.48,71.28,1,13.79,54,13.2,327.3
81,3,0,55.52,61.18,1,5.65,31,12.1,442.8
85,4,NA,61.27,76.59,1,15.31,51,11.07,322.9
91,7,1,56.44,72.68,1,16.24,97,11.77,316.6
98,7,1,60.84,75.11,1,14.26,54,13.2,327.3
108,5,1,44.83,68.04,1,23.21,22,NA,NA
80,4,1,47.70,65.46,1,17.76,33,10.85,168.9
92,8,0,65.22,76.75,1,11.54,103,11.23,183.7
87,5,1,61.64,74.60,1,12.96,61,11.67,283.9
79,4,1,51.67,65.59,1,13.92,34,12.27,145.1
98,10,0,52.87,69.34,1,16.46,54,13.2,327.3
96,7,0,49.22,71.45,1,22.23,73,11.67,116.2
85,3,1,59.05,65.59,1,6.54,51,11.07,322.9
91,10,1,58.57,75.57,1,17.00,97,11.77,316.6
96,5,0,51.55,68.77,1,17.22,73,11.67,116.2
91,6,0,49.40,65.54,1,16.14,97,11.77,316.6
92,5,0,56.82,69.29,1,12.47,103,11.23,183.7
79,3,1,51.96,67.65,1,15.69,34,12.27,145.1
91,5,1,50.48,70.19,1,19.71,97,11.77,316.6
81,2,1,41.04,56.21,1,15.17,31,12.1,442.8
91,6,0,50.09,66.12,1,16.03,97,11.77,316.6
81,3,1,49.65,62.77,1,13.12,31,12.1,442.8
91,13,1,50.82,66.43,1,15.60,97,11.77,316.6
96,7,0,53.72,74.55,1,20.83,73,11.67,116.2
82,4,1,47.38,64.32,1,16.94,36,11.07,413
96,10,0,52.52,73.03,1,20.51,73,11.67,116.2
105,8,0,52.85,68.93,1,16.08,19,10.8,419.2
81,5,0,40.52,55.29,1,14.77,31,12.1,442.8
98,11,0,61.63,75.34,1,13.71,54,13.2,327.3
91,5,1,51.92,67.99,1,16.07,97,11.77,316.6
91,10,0,52.68,67.33,1,14.65,97,11.77,316.6
80,2,1,44.11,61.09,1,16.98,33,10.85,168.9
98,10,0,59.44,72.43,1,12.99,54,13.2,327.3
91,6,0,53.07,70.74,1,17.67,97,11.77,316.6
90,7,1,54.89,69.96,1,15.06,83,11.9,345.2
100,12,0,55.14,72.26,1,17.13,37,11.6,242.2
94,12,0,64.62,78.14,1,13.52,90,11.67,264.7
85,4,NA,57.73,71.36,1,13.63,51,11.07,322.9
78,3,1,49.85,64.60,1,14.74,33,12.07,308.8
104,5,1,59.98,75.42,1,15.44,18,12.63,363.9
78,2,0,42.30,55.58,1,13.28,33,12.07,308.8
89,5,1,56.01,74.15,1,18.15,72,12.05,260.1
88,10,1,62.44,74.27,1,11.83,65,11.93,245.7
99,8,0,60.59,71.69,1,11.11,45,11.03,349.7
